n,mse,a.mse,b.mse,mse.d,mse.t
1024,0.37851637908189906,0.030063342193624252,0.029069207492690433,0.33907798637206615,0.4546142140435351
1024,0.1595047121068233,0.05204261526951355,0.042375437013484826,0.1758871913081341,0.25386333390808624
1024,0.3737030870153953,0.04182370969368275,0.038009985815995385,0.2900608634248198,0.4025089739854766
1024,0.5268636143310886,0.0461172835581399,0.037378189183123134,0.3865720314389144,0.5284750827673274
1024,0.3109362543218836,0.021768282315490207,0.032378239260312656,0.2800988765211303,0.4217873293865399
1024,0.4022685708052928,0.024263082508107978,0.03289353215317635,0.3314632060563546,0.5178592277057666
1024,0.23348978235811887,0.03826868132651229,0.037659389488597914,0.24162391429430793,0.38749146342308494
1024,0.28778491797004524,0.04710118775068273,0.03789636089172754,0.20810731360809964,0.3168609915527661
1024,0.28091954948834885,0.02820731877111073,0.0334409749365468,0.21612636533729512,0.30778977626137694
1024,0.2985034614245869,0.037352047524661564,0.04571888473560864,0.2568594318861223,0.34195480536523215
1024,0.23362199305470568,0.02997528467126977,0.03415567200755328,0.18999685027268545,0.3152772715826795
1024,0.3739332955830594,0.026440692599891548,0.03902076891513199,0.25805038865831054,0.2954119670496939
1024,0.40668164510953986,0.04944196455000073,0.04950262203446196,0.2748016709404431,0.38466107406713834
1024,0.4395420243391439,0.07430664605701001,0.041874099239465695,0.2474345378618918,0.3461409769616552
1024,0.27060773933904,0.03916348269224154,0.038961667258211756,0.30270132093499436,0.350737324679182
1024,0.2902946399228934,0.03948244063187939,0.03534112791248465,0.2584334644026086,0.2538403702940562
1024,0.38695196362197215,0.03692712273776286,0.026373623714149044,0.3510552304964672,0.4157810991012605
1024,0.4381139735849316,0.039733461142405724,0.04344323839401437,0.37178211889004353,0.4561106140377832
1024,0.2711403972225372,0.037461904007795026,0.038753697802659484,0.23379119469185244,0.3367476620382303
1024,0.3518819956813718,0.03413614564731829,0.030244001984959763,0.2924299780813329,0.37752820142606686
1024,0.29531708254887334,0.036115736655261084,0.03176787875340008,0.2580048595939341,0.34198095372901416
1024,0.41599516442894147,0.04720660501172248,0.04768704201895312,0.36265490153527913,0.4818097942150075
1024,0.4756990382363146,0.04375148309482412,0.03421758810488992,0.3254599590865072,0.428573778460716
1024,0.20741590045917302,0.035712066477456166,0.03849399536353956,0.1582783615208848,0.19553931228521135
1024,0.3001042819379503,0.02980656224888207,0.03735345958626009,0.2502315851372423,0.2846781182847206
1024,0.4306187276010316,0.05350188807875982,0.03642605244657901,0.39024904013153267,0.45785416047829225
1024,0.3674899112190749,0.04236898945117367,0.03650721680000237,0.2438672715138968,0.2931330733323307
1024,0.29497076478613193,0.03186179304004507,0.03886617265373311,0.2635231010576433,0.33995411247795415
512,0.48084737347674333,0.053816843580670494,0.04254524593625745,0.3332650710003477,0.3347420424116436
512,0.43327797172829147,0.11325801293518098,0.046460636008294275,0.24231018280376315,0.3829264710498339
512,0.30395724260628776,0.06477196534801473,0.05168366710576715,0.19219591114307533,0.25544740294926743
512,0.2546919023227221,0.06731950795563049,0.05674153723566844,0.21816609206401616,0.30584034755015393
512,0.34635567277476303,0.08730691878888847,0.04009525128678078,0.22105677601257068,0.32762856159300374
512,0.4948362528545934,0.07536687652293868,0.04909807693599524,0.3522289375996305,0.42790794006962035
512,0.4159611647265521,0.06505349761784741,0.0491298365418854,0.4351425895477706,0.5580306364052159
512,0.5470715059970176,0.0707022082785727,0.04485642877422327,0.3254434670058475,0.4558072753268319
512,0.34464841945902475,0.08217823237010405,0.053361020360107494,0.22395219723370283,0.27140001202641306
512,0.5555588719746797,0.0525986104868879,0.04665750049521979,0.3530641185903134,0.421789651885985
512,0.492642992777451,0.06748406824847039,0.05611302350009459,0.44897880614977226,0.5080497186436872
512,0.399766622742813,0.07008137729917478,0.0452974742984905,0.28709112845058266,0.49911742239780743
512,0.38219614150754416,0.07401818236166122,0.053839090684412894,0.2859162361219959,0.37253996124392497
512,0.42145943721559775,0.08229465805499288,0.04899549317138157,0.31198990705912816,0.42133327029763373
512,0.5672839705075993,0.05628316659114391,0.051840224561016855,0.26808139998414166,0.37281088366800236
512,0.32672041374457633,0.08341295423867248,0.04988173993544889,0.2294303779805549,0.3093564542600011
512,0.4886071444345652,0.08932298694109761,0.039288967334699165,0.30679974603386323,0.479932120181229
512,0.3802854165170707,0.07943715255890768,0.0521150346304969,0.3878397981626049,0.44126710300741995
512,0.2492962860752452,0.06450138311951337,0.047957569045073783,0.1914104442458815,0.26041674835834866
512,0.42447903682110966,0.06237047908201188,0.043817490157150814,0.2133569892466505,0.39391353832349063
512,0.19835938871441877,0.06282301892286506,0.033320057252959806,0.16008140517656655,0.241500336857141
512,0.35453641864824936,0.05620740353763495,0.03726726206754032,0.20378721726258206,0.2327862085271764
512,0.49829653953192976,0.06625264796222284,0.03205312175541504,0.36768315098984516,0.47197768638264415
512,0.37674958379202084,0.05962113957388879,0.0370809971002914,0.31919436833236325,0.43263319881744183
512,0.4421260203635263,0.058541713113331874,0.03963647737016079,0.2864137191523124,0.3300821779354859
512,0.5766191340424317,0.06410232316517459,0.04995845427307629,0.4585162815379632,0.43977913036586763
512,0.40574462737569417,0.07225485491802364,0.04596511835199708,0.3664875450238329,0.4934256908488442
512,0.5205881274115042,0.05943246998145967,0.04702082991375751,0.4391564299417146,0.6298579018010989
512,0.35887719078970776,0.07865979574235264,0.042761256773699706,0.31869657591781814,0.42191307993973853
512,0.40702625792964114,0.06943398212966259,0.047394188596634114,0.21421218402460765,0.37316919188155406
512,0.28828931175778905,0.054944656065000326,0.052715137729549014,0.1986795825416331,0.26869238820487845
512,0.29355226091330955,0.07178274820986265,0.0494322388722475,0.14939626211140536,0.22459654988395364
512,0.20527330849554248,0.056217909837555854,0.04728710824246991,0.13894608174211281,0.21636434652098577
512,0.44428878184081294,0.06486533132155879,0.042814101035685045,0.32279344031827073,0.3387482612636791
512,0.45886910259321706,0.062479370287532913,0.04220424129139546,0.2515258559442815,0.33077006728986846
512,0.3297547499774854,0.08851206365688047,0.03431105089845311,0.22062418319638982,0.3925602593102039
512,0.30260881713519167,0.1000645371330994,0.061332766187090305,0.33575432599561456,0.42828635683673155
512,0.5732340823184437,0.09156694711527161,0.043377992271767786,0.3805446876949346,0.44437692867300066
512,0.5485081312881422,0.0916986737175777,0.0442777493910142,0.30311770512784625,0.35611992234385165
512,0.44538446034792734,0.08253007183986358,0.043745900749389395,0.317460386789177,0.43550309619044336
512,0.2554868721603323,0.07423097199759178,0.05928881959050397,0.24007367172160507,0.3208152011574006
512,0.2705112140746155,0.06225699347351085,0.04432599943218557,0.24080092611859744,0.2410631827438175
512,0.4329426272609624,0.060335351128265616,0.05379065871330269,0.29524837116451197,0.38408911449397215
512,0.3942800247490666,0.09620679944852091,0.0475900514332994,0.25065105495210854,0.3364405825302234
512,0.3042534631670916,0.06586440604002883,0.0491007249836392,0.3270040559767324,0.34984666769801437
512,0.3818643149973276,0.06914899891924786,0.04213810746052485,0.2442439739041927,0.30659362097684856
512,0.303744710582017,0.06864641951630808,0.04842034769690983,0.25434607822903854,0.31358483062276055
512,0.457070280338274,0.09568619546238631,0.051026984726329314,0.35616993175513484,0.44775728652763175
512,0.27319788258220107,0.05820494089671881,0.041265967608573685,0.1937186609662964,0.25676678489724986
512,0.44910190618548945,0.07162614739332883,0.05649171992828358,0.29993265567500355,0.4013841232494589
256,0.3873359660474973,0.07158053196771177,0.05647614934405835,0.28152880075573244,0.3476087035971869
256,0.26108728703037065,0.19159843350541841,0.057043563413010215,0.20753025373379136,0.32999059431057787
256,0.3269553210008283,0.10998721999805158,0.04929085532672806,0.22221946313430507,0.29585278961314343
256,0.3094873166251742,0.08493275966555314,0.052332118765765816,0.22405388575255786,0.3320312239939166
256,0.4383817174338214,0.16319896857894092,0.03539307832797522,0.3052518865308096,0.38744174417904614
256,0.522305993977618,0.1300352613722835,0.05653648259971831,0.4600531224149142,0.5535745502146261
256,0.43956610662017337,0.1166650710180567,0.050693453625876315,0.40926605050981896,0.5828146051524941
256,0.48992383230316144,0.1296459012736889,0.06962592599821837,0.3775824368802422,0.48076072383817675
256,0.5551131746207425,0.10075758234342666,0.04892786498648606,0.4601594087095763,0.5528869865332204
256,0.7142136878380152,0.10482998115497533,0.03630516043134871,0.32540466303287113,0.4255653038975348
256,0.5080749495458722,0.05699951435372059,0.04370510655112913,0.4195674719571894,0.5637585782567294
256,0.4105824480123112,0.1964834600548444,0.08559698115655708,0.2554419886031545,0.4245345962737839
256,0.4202298182433793,0.09055342466021124,0.06409637085429985,0.3229800947310966,0.41642832515307626
256,0.4699270517298455,0.06738010518843658,0.047017494652778866,0.305863874083954,0.4642902647628057
256,0.6678176544986248,0.3011250355275111,0.05314129715327115,0.32565827582558027,0.45344707455598277
256,0.4867901242869735,0.17019884006321961,0.06147367094300486,0.38602423803914176,0.4911404055110238
256,0.5738696765504618,0.12418699483751577,0.05307062063109291,0.40816396878611405,0.558046993569863
256,0.4669725000329018,0.15609091639697523,0.05354879994215599,0.2603043708470539,0.33666321345068023
256,0.40247602826308304,0.08939167362542245,0.061306680749076546,0.2422943669847125,0.33287669762835714
256,0.35463168766408537,0.081655009381768,0.05434939830951895,0.22089260994175203,0.4680839987185862
256,0.5851378095444237,0.1973362983811188,0.04602753980828116,0.24971693112066712,0.3088593403590953
256,0.9976728648817399,0.15086072918377913,0.07048498806910244,0.2540883907687784,0.2856220297258537
256,0.3884330858198396,0.07483900567896225,0.0523346413504428,0.27912665048056545,0.33740212582686835
256,0.3797538387497835,0.07746768632066132,0.0636997215800229,0.22447357170551027,0.3058610470767501
256,0.4190779000429995,0.11451544277681956,0.039966853879933394,0.29891613761378705,0.346560402577344
256,0.7035998458720872,0.08646234909797891,0.055411373562374494,0.5137029395011018,0.6031250146249436
256,0.4652920088387973,0.08252094691779528,0.0612883911275002,0.3239797592893082,0.421586262196808
256,0.5294420925123654,0.10574121143537026,0.040037473971602774,0.3484862734241856,0.45836988507834403
256,0.9398514122976674,0.25882737261301386,0.04719817938451345,0.32387702949091285,0.3304504389422291
256,0.4965204478937023,0.09688862599353291,0.04910919301431712,0.25079492147049404,0.34694828752696244
256,0.47717653503417257,0.11876270139908016,0.0596317417302932,0.2830234253471988,0.3846859819476531
256,0.5256566866598446,0.12904595997518004,0.04938618877563354,0.24982552805923702,0.42999437710406857
256,0.5271233414185816,0.10051161146335112,0.05642140253519896,0.20335986158750327,0.32125688755612947
256,0.3582342184479318,0.0643820771840433,0.04839492029285387,0.2754136756697433,0.3099509292405768
256,0.49902993148499897,0.06814005264139283,0.05090559426909296,0.35511241340715444,0.5100780449306049
256,0.38991253673626675,0.10721822213160065,0.04710894380680505,0.20338600960941902,0.3016032168344584
256,0.4297828140456134,0.12167505756919758,0.05125146104193794,0.2317035595124901,0.2807876627895585
256,0.37306084926815786,0.08985989941121458,0.06212327257878883,0.2900157798358146,0.3509518191137365
256,0.6169183352079106,0.12051036757753815,0.05067553305396682,0.2902641536090179,0.24424642980222808
256,1.1174935856684025,0.22812735218969254,0.06036989226957464,0.3108805415227929,0.33766945644763885
256,0.3523304505474963,0.13132902296501567,0.051146112582855376,0.2654023422294005,0.3258115327532708
256,0.35076834249162336,0.10400699875687924,0.031941019472692636,0.23630691766576378,0.3084269226142318
256,0.5420049377866288,0.11240614302347682,0.05045582532900109,0.3366734989020231,0.5172410811959919
256,0.5830793482878031,0.11287871137375106,0.06393734594005517,0.352962608264511,0.4312514724959413
256,0.8052205428088604,0.13207911430757607,0.04982897634353748,0.29252670977455636,0.3793260722556951
256,0.4395897917975855,0.13531127862606926,0.05883589604284535,0.20329554944098657,0.27036366038202087
256,0.44972611732249645,0.09112292919884946,0.05146951130014637,0.2685763734080305,0.3447957469190162
256,0.5508560926052632,0.15171367468121275,0.05127779140700969,0.326228589093962,0.3884950728786615
256,0.3438954354746634,0.12361166095350677,0.043002649950147354,0.26837930617194994,0.24116568990918383
256,0.37198576287558377,0.08597534162675968,0.054618617002383935,0.31271981246016534,0.4505291320551868
128,0.7607047149151664,0.3235558990138091,0.08737635619374615,0.42790316595082206,0.5060870612884452
128,0.3429633820930053,0.2012402903658414,0.08540109101232812,0.20159159129954704,0.26015692680004565
128,0.5617527171578944,0.2049258531110056,0.07933433477601051,0.17797709253963687,0.31039985779983187
128,0.6601868374840709,0.382402849496439,0.09204229683601127,0.2251739404763902,0.3333653043922095
128,0.6677934322004702,0.4778144327115695,0.09446710805947181,0.22291003220733732,0.30670869821826235
128,0.5562345730621795,0.19890378859325214,0.08726951249336444,0.4539676503177536,0.4709033942845584
128,0.9190590385852192,0.25685713300426494,0.09155596466600356,0.5088787238765805,0.6518896030589565
128,0.944737811336634,0.45950492721907027,0.07212512131683216,0.34740594029770305,0.5007711216817509
128,0.5361660607944962,0.17760531325944098,0.0956537249282555,0.24779994988374468,0.35108133126761076
128,0.8104972296100684,0.23335100956396365,0.07568998186213628,0.38523970033620214,0.43053539915899003
128,0.7968630272857574,0.23275785975705693,0.07280119824167655,0.45081388345346046,0.5474085658035289
128,0.7719637994990248,0.2779274166644425,0.06998679642241322,0.26641782682078036,0.4133155577693695
128,0.8253706288480839,0.2287853181716929,0.09046071431314662,0.3907267022896009,0.49081526117521873
128,0.9826947365203313,0.2835412310726122,0.06726219207661834,0.32831573004262476,0.5915342719589144
128,0.70285380608099,0.31179524304223577,0.0839673941888795,0.32051820156757377,0.4578073486633033
128,0.6151459076563769,0.1729214167944388,0.09553622522901607,0.36924260453586905,0.47981021209548347
128,0.5650746702459083,0.2709304365972697,0.11070910658237465,0.25948101249317473,0.33352513153406615
128,0.29323193300786804,0.24356209984403066,0.0805572802806662,0.3013638945293862,0.3697613670173376
128,0.6742042632051567,0.23460831136277427,0.08689359251462601,0.26194848161386697,0.3097833338178163
128,0.664753147161709,0.2571173215173856,0.06191102279611623,0.3996994906809977,0.47218988344837
128,0.6375593530340233,0.43682204085374243,0.10114586662345672,0.2959344741848732,0.37230248887001754
128,0.5583646837265014,0.2920646375745581,0.10434483217657035,0.23056831514065193,0.332100625121897
128,0.4711629526838135,0.30764030356320804,0.0967078617838934,0.3780356603642701,0.5341333374212013
128,0.7354626023343691,0.25402849906703656,0.10731485721360598,0.32170899913576695,0.5287772961825232
128,0.7703366840633546,0.32017509100290964,0.09450134534728809,0.30432198977786556,0.32441420226100026
128,0.6679445029087494,0.1291300698392164,0.10215145346377869,0.4131953371046615,0.6029980905483142
128,0.6575767770065498,0.32917392720020083,0.09343021740036594,0.264649783244881,0.3372715370278243
128,0.8688616366480977,0.27566579495500493,0.0867232801453435,0.4767245971997389,0.6312372148456272
128,0.5015582813460818,0.39989710196038447,0.0834714056763157,0.40903076300182034,0.4102703820752557
128,0.4383493356086718,0.454995262024795,0.08832966868213887,0.29939457082428383,0.331210683475048
128,0.4676806615045889,0.1641727381590399,0.06859396796041964,0.4053752801233283,0.5541856509716298
128,0.5774303130740752,0.3499517666956177,0.09224886499512343,0.28286965633253297,0.4503737038588251
128,0.644088673830805,0.4059913000341531,0.07828512781189445,0.26409579225333296,0.35101140834751693
128,0.7287010628374969,0.3220010826529828,0.10737257470478707,0.3472464143247166,0.3604935482221531
128,0.5869642910055789,0.20935973614932674,0.08839975246132803,0.4079368315878175,0.4338944626616486
128,0.732340086725048,0.2237660354038398,0.09084926506054744,0.28364443450303695,0.35429496952917827
128,0.35914004269117444,0.2059244308427555,0.09314195246821858,0.28333539347879333,0.3527307685571399
128,0.665303576421229,0.19127190227021265,0.09576265013233987,0.33977963285453694,0.4371581017525452
128,0.6897552174249292,0.17780496438172103,0.11795212084359966,0.4680459617290118,0.553041431262144
128,0.7021011287192056,0.2570801167310084,0.1583389734875907,0.30951425708116276,0.37756270040969375
128,0.5871952238791653,0.32854321872431813,0.10264866669670498,0.30684203747118327,0.4098390528831986
128,0.6749740626034442,0.42928569054135535,0.056416612137280976,0.3601285953078939,0.46452594469711184
128,0.7200522295331818,0.22413735276675484,0.07277298746027133,0.3119200868329406,0.3993875353848686
128,0.5968830103948433,0.29894914413296264,0.08113323843603082,0.24650080304072886,0.2999492090924004
128,0.7752222232419707,0.2205956490980916,0.07069202741909143,0.5248793525861182,0.48565955383878556
128,0.5613757687892827,0.28480607516621315,0.0815050381557142,0.20991838157576048,0.3081310594908177
128,0.42879983668645355,0.2548610424263711,0.08920756655124963,0.3366193376243471,0.402015829330334
128,0.6239577606827473,0.3695482624248646,0.09037171045741586,0.251780599867798,0.2636715491216079
128,0.6221961399448367,0.4268795417050547,0.11243063478170504,0.24731484207049995,0.30616234570326695
128,0.4497468885624926,0.1835821882023594,0.07582600926543501,0.20942793717816321,0.33367473564059913
64,0.64351367074608945,0.3917951891415917,0.15032437690743783,0.37845005024613443,0.43724353779201036
64,0.7277093237283977,0.26316403209077804,0.14782570492897654,0.29709841451569124,0.42471888286061354
64,0.3419789981449177,0.2947755203526612,0.14547298909023926,0.263534352439351,0.30260857093826954
64,0.7111843986781793,0.33869059051846717,0.17804743857229405,0.3124080408212935,0.48129335781431715
64,0.7052537186518555,0.38320784223553445,0.17174787531816713,0.3982774213038965,0.4642598898553979
64,0.6365667129311635,0.35043945881428207,0.16559558419321802,0.32451490297477603,0.3780592333266911
64,0.955267070629165,0.29272749936520265,0.14127993335363623,0.4176995179128082,0.505747113155177
64,0.5745851768737485,0.24486400875435188,0.14738452675356536,0.4890177014606434,0.5380860209286419
64,1.0072755195105951,0.3545462366990134,0.1623819492795348,0.526741118270723,0.6539520987592815
64,0.6758050503464734,0.28700108219979253,0.15167111330229785,0.3056458487915835,0.39654667785115905
64,1.07726277326361,0.27703808161605364,0.12658089041086945,0.5260881864617658,0.5958136873794811
64,0.6638107502265541,0.2352277875676231,0.19844781384473306,0.3354667697436374,0.4492856088003261
64,0.6303134118681525,0.33236241196747257,0.21082668882584965,0.37896445936954765,0.3465319713308548
64,0.6445597412235557,0.3741190119242955,0.13722354679392648,0.37594941650073116,0.45165615367448136
64,0.4746794783709766,0.21910444487984987,0.2046699029432459,0.2993192467691078,0.41231790617916336
64,0.47147197874603963,0.23573710096812067,0.15318737809270583,0.32475324645452225,0.45285565812013406
64,0.7060076546059068,0.23975960762689744,0.22521960802598678,0.3944147537165904,0.5189733826771129
64,0.5570024471175107,0.2644260408835783,0.137116492943834,0.3965579683481078,0.4553329312950699
64,0.5484016135779664,0.35453077777891046,0.1516546435832007,0.27288976696680917,0.33043464631453057
64,0.8516265845463927,0.2262902491812309,0.13179467835702502,0.33714816335661907,0.5280099656126308
64,0.5957064194966545,0.3666798537004261,0.13844675553424188,0.44938494475313484,0.43168136111681576
64,0.6339467666425637,0.22917277137624356,0.15486477407889088,0.4873795616014939,0.6049232374753792
64,0.5310160517423418,0.3010362379610572,0.16728992415760166,0.3730846287103548,0.39453146786485316
64,0.43365223944048037,0.31428261510195354,0.19564442628236653,0.44180568355367394,0.4636270281923412
64,0.3289446723779295,0.276547115303509,0.1640834632965624,0.28427533635873026,0.3207809774306563
64,0.9707138711836304,0.41105924912529873,0.15849315217433502,0.49674970329415385,0.768699966587821
64,0.8525741043242555,0.2976242729939252,0.18397558977100306,0.3557760248806728,0.4456990418908152
64,0.8803082588122637,0.388572876327631,0.14819688018237112,0.4359219357850862,0.6602696369499308
64,0.774169068529481,0.3596627575987275,0.1606118966892569,0.23193995452509975,0.48746715369759314
64,0.5956583070713666,0.3254324404246101,0.13311394148965036,0.34197771341074595,0.43168256866268273
64,0.6339238192234534,0.2668448404323018,0.13129796882895056,0.37612128642367226,0.46900205638377784
64,0.5934994393396301,0.35390005110446937,0.16310294828608504,0.323878660941548,0.5136264262784347
64,0.5319628638075056,0.36914664239723677,0.14045821910224618,0.16377436678178403,0.2743841050969716
64,0.6822639859603522,0.2605409070276008,0.19366894342445293,0.32281211933566606,0.36149409914902364
64,0.8641339308022473,0.3199031433645963,0.14624453832587428,0.29177078875229023,0.4520471590789983
64,0.4212285246152901,0.35339541804611135,0.2096841270684936,0.25743537443335435,0.2187888995090764
64,0.7995244740147751,0.3690053428422036,0.16072723996881788,0.5358482755727694,0.5734089234596134
64,0.554996440057233,0.3729486614025835,0.1752597212495413,0.3552031802833187,0.3639007702020899
64,1.0344007817846614,0.2640321268934008,0.16237962156580465,0.5478034422392992,0.6267464455225377
64,0.6974426792369514,0.346395564896664,0.19206216941068682,0.4727483865964499,0.5418816051707206
64,0.7844064385472745,0.3353738720244639,0.20813286667733413,0.3366158144556274,0.43017162408959997
64,0.7433512445756796,0.30308545149285065,0.14108143780901772,0.3553886761556089,0.38534374261089377
64,0.7673987071001381,0.2744134122932219,0.14540441848908706,0.3185916789342364,0.4127327687138233
64,0.8524846246532228,0.3164406246865952,0.13730388943041275,0.3933997948974527,0.48692463113733314
64,0.7934793275579565,0.3146364282915821,0.15709965048392824,0.47732274514937933,0.5457787850369209
